Brand,Country,Business_Segment,Area,Region,CATEGORY
Male Angel,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Male Angel,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Male Angel,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Mansion,Ecuador,Essential Home,Emerging Markets,LATAM,Cleaners
Mansion,Colombia,Essential Home,Emerging Markets,LATAM,Cleaners
Mansion,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mansion,Sri Lanka,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Mansion,Pakistan,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mansion,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Mansion,India,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Mansion,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mansion,Brazil,Essential Home,Emerging Markets,LATAM,Cleaners
Mansion,Peru,Essential Home,Emerging Markets,LATAM,#N/A
Mansion,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Mantovani,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mantovani,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mantovani,South Africa,Reckitt Core,Emerging Markets,Africa,Other
ManYanShuNing,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
ManYanShuNing,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
ManYanShuNing,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
ManYanShuNing,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Marathon,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Marathon,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Marathon,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Marc,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Marc,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Marc,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Marc,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Marc,Central Asia,Essential Home,Europe,East Europe,Other
Marc,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Marc,Turkey,Essential Home,Europe,East Europe,Cleaners
Marc,Portugal,Essential Home,Europe,South East Europe,Cleaners
Marc,Kazakhstan,Essential Home,Europe,East Europe,Other
Marc,France,Essential Home,Europe,West Europe,Cleaners
Marc,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Marevan,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Marevan,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Marevan,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Marigold,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Marigold,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Marigold,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Marigold,Hong Kong,MJN Nutrition,Emerging Markets,Greater China & North Asia,#N/A
Marigold,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Marinessence,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Marinessence,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Marinessence,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Master Uni,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Master Uni,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Master Uni,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Masterpiece,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Masterpiece,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Masterpiece,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Matex,Poland,Reckitt Core,Europe,East Europe,Self-Care
Matex,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Matex,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Matex,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Medic,USA,Reckitt Core,North America,NAC,Self-Care
Medic,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Medic,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Medic,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Medinol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Medinol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Medinol,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Medinol,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Mediqtto,Japan,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Mediqtto,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
Mediqtto,United Kingdom,Reckitt Core,Europe,North Europe,Intimate Wellness
Mediqtto,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
Mediqtto,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Mediqtto,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Mediqtto,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Mediqtto,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Mediqtto,Taiwan,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
Mediqtto,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Mediqtto,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,#N/A
Mediqtto,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Medised,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Medised,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Medised,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Medised,South Africa,Reckitt Core,Emerging Markets,Africa,Other
MegaRed,Nordics,Reckitt Core,Europe,Central Europe,#N/A
MegaRed,Nordics,Reckitt Core,Europe,Central Europe,#N/A
MegaRed,Spain,Reckitt Core,Europe,West Europe,Self-Care
MegaRed,Other HQ,Reckitt Core,Other,n/a,Self-Care
MegaRed,Greece,Reckitt Core,Europe,South East Europe,Self-Care
MegaRed,USA,Reckitt Core,North America,NAC,Self-Care
MegaRed,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Self-Care
MegaRed,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Self-Care
MegaRed,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
MegaRed,Canada,Reckitt Core,North America,NAC,Self-Care
MegaRed,Romania,Reckitt Core,Europe,South East Europe,Self-Care
MegaRed,Ireland,Reckitt Core,Europe,North Europe,Self-Care
MegaRed,Italy,Reckitt Core,Europe,South East Europe,Self-Care
MegaRed,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
MegaRed,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
MegaRed,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
MegaRed,Taiwan,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
MegaRed,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
MegaRed,Portugal,Reckitt Core,Europe,West Europe,Self-Care
MegaRed,Hungary,Reckitt Core,Europe,South East Europe,Self-Care
MegaRed,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
MegaRed,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
MegaRed,Australia,Reckitt Core,Europe,ANZ,#N/A
MegaRed,India,Reckitt Core,Emerging Markets,South Asia,#N/A
MegaRed,Mexico,Reckitt Core,Emerging Markets,LATAM,#N/A
MegaRed,New Zealand,Reckitt Core,Europe,ANZ,#N/A
MegaRed,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Meloids,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Meloids,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Meloids,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Melt,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Melt,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Melt,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Meltus,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Meltus,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Meltus,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Meltus,Nigeria,Reckitt Core,Emerging Markets,Africa,#N/A
Meltus,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Mentadent,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mentadent,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mentadent,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Mepo,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mepo,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mepo,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Merocaine,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Merocaine,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Merocaine,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Merocaine,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Merocet,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Merocet,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Merocet,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Metalist,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Metalist,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Metalist,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Me-U,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Me-U,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Me-U,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Me-U,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Micostatin V,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Micostatin V,Mexico,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Micostatin V,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Micostatin V,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Midas,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Midas,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Midas,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Migasol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Migasol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Migasol,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Migraenin,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Migraenin,Spain,Reckitt Core,Europe,West Europe,Self-Care
Migraenin,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Migraenin,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Min,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Household Care
Min,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Household Care
Min,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Household Care
Min,India,Reckitt Core,Emerging Markets,South Asia,Household Care
Min,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Min,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Min,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Minuric,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Minuric,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Minuric,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mister,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Mister,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Mister,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Mister,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mister Baby,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mister Baby,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mister Baby,Italy,Essential Home,Europe,South East Europe,Cleaners
Mister Baby,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
MJN Brands,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Other
MJN Brands,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
MJN Brands,Italy,MJN Nutrition,Nutrition,Nutrition,Nutrition
MJN Brands,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
MJN Brands,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Moco,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Moco,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Moco,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Monaguesca,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Monaguesca,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Monaguesca,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mononk,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mononk,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mononk,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Moov,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Moov,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,Pakistan,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,Maghreb,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,India,Reckitt Core,Emerging Markets,South Asia,Self-Care
Moov,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Moov,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,Other HQ,Reckitt Core,Other,n/a,Self-Care
Moov,Levant & Yemen,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,Sri Lanka,Reckitt Core,Emerging Markets,South Asia,Self-Care
Moov,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Moov,Bangladesh,Reckitt Core,Emerging Markets,South Asia,Self-Care
Moov,Uganda & Tanzania,Reckitt Core,Emerging Markets,Africa,Self-Care
Moov,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Self-Care
Moov,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Moov,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Moov,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
Moov,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
Moov,Nigeria,Reckitt Core,Emerging Markets,Africa,#N/A
Moov,Russian Fed,Reckitt Core,Emerging Markets,MENARP,#N/A
Mop and Glo,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Mop and Glo,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mop and Glo,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Mop and Glo,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Germ Protection
Mop and Glo,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mop and Glo,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Mop and Glo,Canada,Essential Home,North America,NAC,Cleaners
Mop and Glo,USA,Essential Home,North America,NAC,Cleaners
Mop and Glo,Peru,Essential Home,Emerging Markets,LATAM,Cleaners
Mop and Glo,United Kingdom,Essential Home,Europe,North Europe,#N/A
Mop and Glo,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mortein,South Africa,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Ecuador,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Mortein,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,India,Reckitt Core,Emerging Markets,South Asia,Household Care
Mortein,Sri Lanka,Reckitt Core,Emerging Markets,South Asia,Household Care
Mortein,DRC & Rwanda,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Hygiene ASEAN HQ,Reckitt Core,Other,n/a,Other
Mortein,Other HQ,Reckitt Core,Other,n/a,Household Care
Mortein,Ghana & Ivory coast,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Kenya,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Maghreb,Reckitt Core,Emerging Markets,MENARP,Household Care
Mortein,Bangladesh,Reckitt Core,Emerging Markets,South Asia,Household Care
Mortein,Madagascar & Seychelles,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Household Care
Mortein,Pakistan,Reckitt Core,Emerging Markets,MENARP,Household Care
Mortein,Nigeria,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Thailand,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,Hygiene AME HQ,Reckitt Core,Other,n/a,Other
Mortein,Uganda & Tanzania,Reckitt Core,Emerging Markets,Africa,Household Care
Mortein,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Household Care
Mortein,Philippines,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Mortein,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Household Care
Mortein,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein,New Zealand,Essential Home,Europe,N Europe and ANZ,Pest
Mortein,Australia,Essential Home,Europe,N Europe and ANZ,Pest
Mortein,ENA BV,Essential Home,Europe,ENA BV,Pest
Mortein,Spain,Essential Home,Europe,South East Europe,Pest
Mortein,Central America,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Brazil,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Chile,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Costa Rica,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Colombia,Essential Home,Emerging Markets,LATAM,Pest
Mortein,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
Mortein,Mexico,Essential Home,Emerging Markets,LATAM,#N/A
Mortein,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Mortein,Peru,Essential Home,Emerging Markets,LATAM,#N/A
Mortein,Russian Fed,Reckitt Core,Emerging Markets,MENARP,#N/A
Mortein Plus,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein Plus,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein Plus,Pakistan,Reckitt Core,Emerging Markets,MENARP,Household Care
Mortein Plus,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mortein Plus,New Zealand,Essential Home,Europe,N Europe and ANZ,Pest
Mortein Plus,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Move Free,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Move Free,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Move Free,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Self-Care
Move Free,USA,Reckitt Core,North America,NAC,Self-Care
Move Free,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Move Free,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Move Free,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Move Free,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Move Free,Other HQ,Reckitt Core,Other,n/a,Self-Care
Move Free,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Move Free,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Move Free,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Self-Care
Move Free,Japan,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Move Free,Taiwan,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Move Free,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Move Free,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Move Free,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mr Brasso,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mr Brasso,Bangladesh,Reckitt Core,Emerging Markets,South Asia,Household Care
Mr Brasso,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Mr Brasso,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mr Frend,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mr Frend,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mr Frend,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mr Min,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Mr Min,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mr Min,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mr Min,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mr Min,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia ,Germ Protection
Mr Min,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mr Min,Kenya,Reckitt Core,Emerging Markets,Africa,Germ Protection
Mr Min,DRC & Rwanda,Reckitt Core,Emerging Markets,Africa,Germ Protection
Mr Min,Madagascar & Seychelles,Reckitt Core,Emerging Markets,Africa,Germ Protection
Mr Min,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mr Min,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
Mr Pung,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Mr Pung,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Mr Pung,South Africa,Reckitt Core,Emerging Markets,Africa,#N/A
Mr Sheen,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Mr Sheen,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Germ Protection
Mr Sheen,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mr Sheen,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Mr Sheen,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mr Sheen,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mr Sheen,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Mr Sheen,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Mr Sheen,Ireland,Essential Home,Europe,N Europe and ANZ,Cleaners
Mr Sheen,United Kingdom,Essential Home,Europe,N Europe and ANZ,Cleaners
