Brand,Country,Business_Segment,Area,Region,CATEGORY
Lactofree DHA/ARA,Singapore,MJN Nutrition,Emerging Markets,ASEAN,#N/A
Lactofree DHA/ARA,Canada,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Colombia,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Costa Rica,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Ecuador,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Indonesia,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Malaysia,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Mexico,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Netherlands,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Thailand,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,USA,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactofree DHA/ARA,Vietnam,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactum,Philippines,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Singapore,MJN Nutrition,Emerging Markets,ASEAN,Nutrition
Lactum,Vietnam,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,New Zealand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Israel,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Thailand,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Malaysia,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Turkey,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,China,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Peru,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Nutrition BU HQ,MJN Nutrition,Nutrition,Nutrition,Nutrition
Lactum,Mexico,MJN Nutrition,Nutrition,Nutrition,Nutrition
LACTUM 1,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactum 1+,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
LACTUM 2,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
LACTUM 2,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactum 3+,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Lactum 6+,Philippines,MJN Nutrition,Nutrition,Nutrition,#N/A
Lanacane,Australia,Reckitt Core,Europe,ANZ,Intimate Wellness
Lanacane,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Lanacane,Italy,Reckitt Core,Europe,South East Europe,Intimate Wellness
Lanacane,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lanacane,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
Lanacane,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Lanacane,USA,Reckitt Core,North America,NAC,Intimate Wellness
Lanacane,Canada,Reckitt Core,North America,NAC,Intimate Wellness
Lanacane,United Kingdom,Reckitt Core,Europe,North Europe,Intimate Wellness
Lanacane,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
Lanacane,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lanacane,Spain,Reckitt Core,Europe,West Europe,#N/A
Lanacane,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,#N/A
Lanacane,Korea,Reckitt Core,Emerging Markets,Greater China & North Asia,#N/A
Lanacane,New Zealand,Reckitt Core,Europe,ANZ,#N/A
Lanacane,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Lanolin/Lanoline,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lanolin/Lanoline,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lanolin/Lanoline,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lanza,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Lanza,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Lanza,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lanza,Other HQ,Reckitt Core,Other,n/a,Household Care
Lanza,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lanza,Hungary,Essential Home,Europe,South East Europe,Laundry
Lanza,West Balkans,Essential Home,Europe,South East Europe,Laundry
Lanza,Slovakia,Essential Home,Europe,East Europe,Laundry
Lanza,Italy,Essential Home,Europe,South East Europe,Laundry
Lanza,Baltics,Essential Home,Europe,East Europe,Laundry
Lanza,Slovenia,Essential Home,Europe,South East Europe,Laundry
Lanza,Poland,Essential Home,Europe,East Europe,Laundry
Lanza,Czech Republic,Essential Home,Europe,East Europe,Laundry
Lanza,Spain,Essential Home,Europe,South East Europe,Laundry
Lanza,Portugal,Essential Home,Europe,South East Europe,Laundry
Lanza,Croatia,Essential Home,Europe,South East Europe,Laundry
Lanza,ENA BV,Essential Home,Europe,ENA BV,Laundry
Lanza,France,Essential Home,Europe,West Europe,#N/A
Lanza,Russian Fed,Reckitt Core,Emerging Markets,MENARP,#N/A
Lanza,South Africa,Reckitt Core,Emerging Markets,Africa,Household Care
Laticort,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Laticort,France,Reckitt Core,Europe,West Europe,Self-Care
Laticort,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Laticort,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Lavasbianca,ENA BV,Reckitt Core,Europe,ENA BV,Household Care
Lavasbianca,Italy,Reckitt Core,Europe,South East Europe,Household Care
Lavasbianca,Poland,Reckitt Core,Europe,East Europe,Household Care
Lavasbianca,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Lavasbianca,Other HQ,Reckitt Core,Other,n/a,Household Care
Lavasbianca,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lavasbianca,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lavasbianca,South Africa,Reckitt Core,Emerging Markets,Africa,Household Care
Lavender Sachet,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lavender Sachet,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lavender Sachet,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lavendo,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Laxante,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Laxante,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Laxante,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Leaf Plus,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Leaf Plus,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Leaf Plus,South Africa,Reckitt Core,Emerging Markets,Africa,Other
LeLion,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
LeLion,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
LeLion,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lemgrip,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lemgrip,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lemgrip,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lemsip,New Zealand,Reckitt Core,Europe,ANZ,Self-Care
Lemsip,Belgium,Reckitt Core,Europe,West Europe,Self-Care
Lemsip,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lemsip,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Self-Care
Lemsip,Australia,Reckitt Core,Europe,ANZ,Self-Care
Lemsip,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Self-Care
Lemsip,Other HQ,Reckitt Core,Other,n/a,Self-Care
Lemsip,Maghreb,Reckitt Core,Emerging Markets,MENARP,Self-Care
Lemsip,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Lemsip,Russian Fed,Reckitt Core,Emerging Markets,MENARP,Self-Care
Lemsip,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Self-Care
Lemsip,Netherlands,Reckitt Core,Europe,West Europe,Self-Care
Lemsip,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Self-Care
Lemsip,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Lemsip,Ireland,Reckitt Core,Europe,North Europe,Self-Care
Lemsip,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lemsip,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
Lemsip,Middle East,Reckitt Core,Emerging Markets,MENARP,#N/A
Lemsip,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Lepetan,India,Reckitt Core,Emerging Markets,South Asia,Self-Care
Lepetan,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lepetan,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lepetan,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Leviax,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Leviax,Italy,Reckitt Core,Europe,South East Europe,Self-Care
Leviax,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Leviax,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Liasan,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Liasan,Austria,Reckitt Core,Europe,Central Europe,Germ Protection
Liasan,Health BU HQ,Reckitt Core,Other,n/a,Germ Protection
Liasan,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Liasan,Switzerland,Reckitt Core,Europe,Central Europe,Germ Protection
Liasan,Germany,Reckitt Core,Europe,Central Europe,Germ Protection
Liasan,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Liasan,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Lice MD,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Lice MD,Mexico,Reckitt Core,Emerging Markets,LATAM,Self-Care
Lice MD,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lice MD,Other Caribbean,Reckitt Core,Emerging Markets,LATAM,Self-Care
Lice MD,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Self-Care
Lice MD,USA,Reckitt Core,North America,NAC,Self-Care
Lice MD,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lice MD,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Lillets Tampons,United Kingdom,Reckitt Core,Europe,North Europe,Intimate Wellness
Lillets Tampons,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lillets Tampons,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lillets Tampons,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Lime Way,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lime Way,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lime Way,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lime-A-Way,USA,Essential Home,North America,NAC,Cleaners
Lime-A-Way,Canada,Essential Home,North America,NAC,Cleaners
Lime-A-Way,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Lime-A-Way,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lime-A-Way,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Germ Protection
Lime-A-Way,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Lime-A-Way,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lime-A-Way,Peru,Essential Home,Emerging Markets,LATAM,Cleaners
Lime-A-Way,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Lime-A-Way,United Kingdom,Essential Home,Europe,North Europe,#N/A
Lime-A-Way,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Limpa Tapetes,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Limpa Tapetes,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Limpa Tapetes,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lindermal,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lindermal,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lindermal,South Africa,Reckitt Core,Emerging Markets,Africa,Other
LingyangQingfei,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
LingyangQingfei,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
LingyangQingfei,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lip,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lip,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lip,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lipsalve,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lipsalve,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lipsalve,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lite and Low,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lite and Low,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lite and Low,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Litiere fraiche,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Litiere fraiche,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Litiere fraiche,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Little Lucifer,USA,Essential Home,North America,NAC,Cleaners
Little Lucifer,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Little Lucifer,Hygiene BU HQ,Reckitt Core,Other,n/a,Other
Little Lucifer,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Little Lucifer,Hungary,Essential Home,Europe,South East Europe,Cleaners
Little Lucifer,ENA BV,Essential Home,Europe,ENA BV,Cleaners
Little Lucifer,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Livon,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Livon,India,Reckitt Core,Emerging Markets,South Asia,Other
Livon,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Livon,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Livon,South Africa,Reckitt Core,Emerging Markets,Africa,Other
London,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Intimate Wellness
London,Switzerland,Reckitt Core,Europe,Central Europe,Intimate Wellness
London,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
London,Belgium,Reckitt Core,Europe,West Europe,Intimate Wellness
London,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
London,Netherlands,Reckitt Core,Europe,West Europe,Intimate Wellness
London,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
London,Austria,Reckitt Core,Europe,Central Europe,Intimate Wellness
London,Germany,Reckitt Core,Europe,Central Europe,Intimate Wellness
London,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
London,Poland,Reckitt Core,Europe,East Europe,#N/A
London,Czech Republic,Reckitt Core,Europe,East Europe,#N/A
London,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Look,Food,Reckitt Core,Other,n/a,Other
Look,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Look,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Look,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lovela,Hygiene Europe HQ,Essential Home,Other,n/a,Other
Lovela,Other HQ,Reckitt Core,Other,n/a,Household Care
Lovela,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lovela,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Household Care
Lovela,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Household Care
Lovela,Hygiene BU HQ,Reckitt Core,Other,n/a,Household Care
Lovela,Singapore,Reckitt Core,Emerging Markets,ASEAN,Household Care
Lovela,Baltics,Essential Home,Europe,East Europe,Laundry
Lovela,Poland,Essential Home,Europe,East Europe,Laundry
Lovela,Romania,Essential Home,Europe,South East Europe,Laundry
Lovela,Italy,Essential Home,Europe,South East Europe,Laundry
Lovela,Portugal,Essential Home,Europe,South East Europe,Laundry
Lovela,ENA BV,Essential Home,Europe,ENA BV,Laundry
Lovela,Hungary,Essential Home,Europe,South East Europe,Laundry
Lovela,Czech Republic,Essential Home,Europe,East Europe,Laundry
Lovela,Slovakia,Essential Home,Europe,East Europe,Laundry
Lovela,South Africa,Reckitt Core,Emerging Markets,Africa,Household Care
Lovelan,Hungary,Reckitt Core,Europe,South East Europe,Self-Care
Lovelan,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lovelan,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lovelan,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Lovetex,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lovetex,Canada,Reckitt Core,North America,NAC,Intimate Wellness
Lovetex,Brazil,Reckitt Core,Emerging Markets,LATAM,Intimate Wellness
Lovetex,Singapore,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lovetex,South Africa,Reckitt Core,Emerging Markets,Africa,Intimate Wellness
Loxene,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Loxene,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Loxene,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lucozade,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lucozade,Germany,Reckitt Core,Europe,Central Europe,Self-Care
Lucozade,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Lucozade,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Luftafem,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Luftafem,Brazil,Reckitt Core,Emerging Markets,LATAM,Self-Care
Luftafem,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Luftafem,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Luftafem,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Luftal,United Kingdom,Reckitt Core,Europe,North Europe,Self-Care
Luftal,Other HQ,Reckitt Core,Other,n/a,Self-Care
Luftal,Brazil,Reckitt Core,Emerging Markets,LATAM,Self-Care
Luftal,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Luftal,Health BU HQ,Reckitt Core,Other,n/a,Self-Care
Luftal,Mexico,Reckitt Core,Emerging Markets,LATAM,Self-Care
Luftal,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Luftal,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Lumen Practic,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lumen Practic,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lumen Practic,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lupidon,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lupidon,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lupidon,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lutsia,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lutsia,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lutsia,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lutsine,Italy,Reckitt Core,Europe,South East Europe,Intimate Wellness
Lutsine,Spain,Reckitt Core,Europe,West Europe,Intimate Wellness
Lutsine,Other HQ,Reckitt Core,Other,n/a,Intimate Wellness
Lutsine,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lutsine,Health BU HQ,Reckitt Core,Other,n/a,Intimate Wellness
Lutsine,France,Reckitt Core,Europe,West Europe,Intimate Wellness
Lutsine,Portugal,Reckitt Core,Europe,West Europe,Intimate Wellness
Lutsine,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Intimate Wellness
Lutsine,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lutsine,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,#N/A
Lutsine,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lysoform,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Lysoform,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Lysoform,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Lysol/Lizol,Nordics,Reckitt Core,Europe,Central Europe,Germ Protection
Lysol/Lizol,Nordics,Reckitt Core,Europe,Central Europe,Germ Protection
Lysol/Lizol,Nordics,Reckitt Core,Europe,Central Europe,Germ Protection
Lysol/Lizol,Argentina,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Slovenia,Reckitt Core,Europe,South East Europe,Germ Protection
Lysol/Lizol,Portugal,Reckitt Core,Europe,West Europe,Germ Protection
Lysol/Lizol,Russian Fed,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Poland,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,Central Asia,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,Hygiene Europe HQ,Reckitt Core,Other,n/a,Other
Lysol/Lizol,Utd.Arab Emir.,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,Slovakia,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,China,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Lysol/Lizol,Hygiene ASEAN HQ,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,Indonesia,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Czech Republic,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,Canada,Reckitt Core,North America,NAC,Germ Protection
Lysol/Lizol,Other HQ,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,Ecuador,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Hygiene NAC HQ,Reckitt Core,Other,n/a,Other
Lysol/Lizol,Thailand,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Brazil,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Food,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,Hygiene BU HQ,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,Turkey,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,Iceland,Reckitt Core,Europe,Central Europe,Germ Protection
Lysol/Lizol,Central America,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Sri Lanka,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Lysol/Lizol,Spain,Reckitt Core,Europe,West Europe,Germ Protection
Lysol/Lizol,Costa Rica,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Unknown (GEM),Reckitt Core,Emerging Markets,South Asia,Germ Protection
Lysol/Lizol,Health BU HQ,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,India,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Lysol/Lizol,ENA BV,Reckitt Core,Europe,ENA BV,Germ Protection
Lysol/Lizol,Hungary,Reckitt Core,Europe,South East Europe,Germ Protection
Lysol/Lizol,Japan,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Lysol/Lizol,Baltics,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,Philippines,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Chile,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Bangladesh,Reckitt Core,Emerging Markets,South Asia,Germ Protection
Lysol/Lizol,France,Reckitt Core,Europe,West Europe,Germ Protection
Lysol/Lizol,Ukraine,Reckitt Core,Europe,East Europe,Germ Protection
Lysol/Lizol,Mexico,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Croatia,Reckitt Core,Europe,South East Europe,Germ Protection
Lysol/Lizol,USA,Reckitt Core,North America,NAC,Germ Protection
Lysol/Lizol,Colombia,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Belgium,Reckitt Core,Europe,West Europe,Germ Protection
Lysol/Lizol,Malaysia,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Nutrition BU HQ,Reckitt Core,Other,n/a,Germ Protection
Lysol/Lizol,Hong Kong,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Lysol/Lizol,West Balkans,Reckitt Core,Europe,South East Europe,Germ Protection
Lysol/Lizol,Taiwan,Reckitt Core,Emerging Markets,Greater China & North Asia,Germ Protection
Lysol/Lizol,Norway,Reckitt Core,Europe,Central Europe,Germ Protection
Lysol/Lizol,Italy,Reckitt Core,Europe,South East Europe,Germ Protection
Lysol/Lizol,Ireland,Reckitt Core,Europe,North Europe,Germ Protection
Lysol/Lizol,Northern Africa,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,United Kingdom,Reckitt Core,Europe,North Europe,Germ Protection
Lysol/Lizol,Belarus,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,Saudi Arabia,Reckitt Core,Emerging Markets,MENARP,Germ Protection
Lysol/Lizol,Peru,Reckitt Core,Emerging Markets,LATAM,Germ Protection
Lysol/Lizol,Singapore,Reckitt Core,Emerging Markets,ASEAN,Germ Protection
Lysol/Lizol,Egypt,Reckitt Core,Emerging Markets,MENARP,#N/A
Lysol/Lizol,Israel,Reckitt Core,Europe,South East Europe,Nutrition
Lysol/Lizol,Romania,Reckitt Core,Europe,South East Europe,#N/A
Lysol/Lizol,South Africa,Reckitt Core,Emerging Markets,Africa,Germ Protection
Maa's,France,Reckitt Core,Europe,West Europe,Other
Maa's,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Maa's,Hygiene BU HQ,Reckitt Core,Other,n/a,Other
Maa's,ENA BV,Reckitt Core,Europe,ENA BV,Other
Maa's,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Maa's,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Macleans,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Macleans,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Macleans,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Madaus,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Madaus,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Madaus,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Madi,Spain,Reckitt Core,Europe,West Europe,Self-Care
Madi,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Madi,Singapore,Reckitt Core,Emerging Markets,ASEAN,Self-Care
Madi,South Africa,Reckitt Core,Emerging Markets,Africa,Self-Care
Magnezyme,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Magnezyme,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Magnezyme,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Magnum,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Magnum,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Magnum,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Maison Verte,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Other
Maison Verte,Singapore,Reckitt Core,Emerging Markets,ASEAN,Other
Maison Verte,France,Essential Home,Europe,West Europe,Cleaners
Maison Verte,South Africa,Reckitt Core,Emerging Markets,Africa,Other
Male Angel,Vietnam,Reckitt Core,Emerging Markets,ASEAN,Self-Care
